0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,label
28.0,44.67,37.77608333333333,0.0,12.99,2.134583333333333,6.33,24.0,16.452291666666667,0.0,7.5,2.8679166666666664,24.25,0.0,19.621916666666667,0.0,7.87,2.62075,r
29.25,44.75,37.562041666666666,0.0,8.95,2.1238333333333332,6.67,24.0,16.249666666666666,0.0,8.17,3.1596666666666664,23.75,0.0,19.256166666666665,0.0,8.57,2.7905,r
39.0,40.0,39.31070833333333,0.0,0.5,0.3299583333333333,0.0,9.75,3.2099166666666665,0.0,2.49,0.4423333333333333,18.0,0.0,15.325791666666667,0.0,3.5,0.6814166666666668,r
39.0,56.25,43.056125,0.0,4.33,0.361625,0.0,18.25,6.649791666666667,0.0,5.72,0.9796666666666667,20.25,0.0,11.431083333333333,0.0,5.72,0.8866666666666666,r
29.67,44.0,36.743874999999996,0.0,10.47,2.7482083333333334,6.0,24.0,14.361958333333332,0.0,7.52,2.8199583333333336,22.75,0.0,17.06795833333333,0.0,8.38,2.6175833333333336,r
27.67,44.33,36.63558333333334,0.0,9.12,2.834458333333333,7.0,25.25,17.214166666666664,0.0,9.63,3.2578333333333336,24.5,0.0,17.351166666666664,0.0,8.93,3.2442500000000005,r
12.5,43.25,33.24502092050209,0.0,12.85,4.497782426778244,7.25,23.75,15.570753138075313,0.0,9.0,3.31836820083682,24.25,0.0,16.758200836820084,0.0,8.96,3.3848953974895397,r
21.5,46.75,35.70330543933054,0.0,13.44,3.834518828451883,5.0,25.25,14.963096234309623,0.0,8.58,3.0739748953974897,24.5,0.0,16.264769874476986,0.0,8.26,3.2097907949790794,r
23.0,42.75,34.35120833333334,0.0,14.5,4.298166666666666,7.67,23.0,15.702291666666667,0.43,9.2,3.3502916666666662,23.25,0.0,16.244916666666665,0.0,9.42,3.3822083333333333,r
37.25,47.33,43.422875,0.0,1.8,0.39525,0.0,21.0,10.923375,0.0,5.15,0.6497499999999999,18.33,0.0,13.461,0.0,3.77,0.7589583333333333,r
18.33,44.0,34.89791666666667,0.0,12.36,4.223833333333333,8.0,23.5,15.17675,0.0,8.07,3.133458333333333,23.25,0.0,16.105916666666666,0.0,8.86,3.158375,r
38.33,45.25,42.57674999999999,0.0,2.6,0.36829166666666663,4.0,17.67,12.58775,0.0,4.11,0.4799166666666666,20.0,0.0,14.935958333333334,0.0,2.36,0.7844166666666667,r
24.75,48.25,40.44020833333333,0.0,3.11,0.1945833333333333,1.0,16.5,6.940708333333333,0.0,5.91,0.7140833333333333,12.75,0.0,6.562166666666666,0.0,3.91,0.8579166666666665,r
48.0,48.25,48.001041666666666,0.0,0.43,0.0017916666666666667,1.0,13.0,6.017083333333333,0.0,2.86,0.4454166666666666,12.0,0.0,5.15,0.0,2.5,0.6705833333333333,r
27.75,44.0,37.150124999999996,0.0,10.76,2.3888333333333334,3.0,23.75,15.182333333333334,0.0,9.0,2.90775,22.0,0.0,16.584375,0.0,8.75,2.918375,r
39.0,56.25,43.056125,0.0,4.33,0.361625,0.0,18.25,6.649791666666667,0.0,5.72,0.9796666666666667,20.25,0.0,11.431083333333333,0.0,5.72,0.8866666666666666,r
23.5,29.75,27.356958333333335,0.0,1.79,0.3115,0.0,13.25,7.182583333333333,0.0,3.57,0.8902500000000001,21.0,0.0,10.192458333333331,0.0,4.5,0.6653749999999999,r
26.25,43.4,36.84770833333334,0.0,7.46,2.4060833333333336,7.0,26.5,15.098458333333332,0.0,8.0,2.7943333333333333,22.25,0.0,15.814708333333332,0.0,8.26,2.9742916666666663,r
28.75,44.0,37.54280334728033,0.0,9.91,2.038577405857741,6.5,24.67,16.91845188284519,0.0,8.32,2.8915062761506274,24.33,0.0,19.7671129707113,0.0,9.62,2.7492887029288706,r
22.0,44.0,36.344853556485354,0.0,14.17,2.7371129707112973,7.0,24.0,16.310000000000002,0.0,9.74,3.094811715481172,23.75,0.0,16.614853556485354,0.0,8.55,3.347071129707113,r
41.33,54.0,51.644016736401674,0.0,8.49,0.18581589958158998,5.5,15.0,12.44092050209205,0.0,3.5,0.5908368200836822,21.0,0.0,17.172050209205022,0.0,3.56,0.64418410041841,r
39.0,40.0,39.38267782426778,0.0,0.5,0.4024686192468619,0.0,11.33,5.569707112970712,0.0,3.54,0.5628033472803347,18.67,0.0,17.09644351464435,0.0,2.05,0.4956066945606694,r
33.25,48.0,42.03974895397489,0.0,4.44,0.6197489539748954,3.0,22.5,16.738493723849373,0.0,5.36,0.6706694560669456,28.0,0.0,16.80092050209205,0.0,5.85,0.9292050209205021,r
38.0,42.33,40.948,0.0,1.22,0.37854166666666667,4.0,25.67,17.669458333333335,0.0,7.23,0.5902499999999999,36.67,0.0,34.516375000000004,0.0,1.5,0.5875,g
,,,,,,,,,,,,,0.0,,,,,r
25.0,47.5,34.091874999999995,0.0,6.38,0.52225,2.33,28.33,16.986458333333335,0.0,5.32,0.8782083333333333,40.33,0.0,17.82754166666667,0.0,4.71,1.0003749999999998,g
39.67,42.0,41.493874999999996,0.0,1.0,0.47200000000000003,0.0,20.33,8.674333333333333,0.0,5.68,0.9923333333333333,23.0,0.0,12.183291666666667,0.0,7.85,0.996625,r
40.33,44.67,42.039458333333336,0.0,1.0,0.17341666666666666,4.33,21.8,13.100916666666668,0.0,7.31,0.9836666666666667,20.75,0.0,14.4705,0.0,6.36,1.0519583333333336,r
36.33,47.0,44.77828451882845,0.0,1.66,0.45673640167364016,1.5,21.25,17.647112970711298,0.0,4.11,0.5074058577405857,19.75,0.0,11.647615062761506,0.0,4.5,0.8284518828451883,r
29.75,48.0,46.35037656903766,0.0,4.6,0.43230125523012547,7.5,20.33,17.072133891213387,0.0,6.52,0.5411297071129706,21.25,0.0,14.854644351464437,0.0,5.46,0.9044351464435147,r
35.5,45.0,43.04504166666666,0.0,2.12,0.5005,1.0,18.0,13.391416666666666,0.0,4.03,0.6458333333333334,18.5,0.0,13.876458333333334,0.0,5.72,0.9501666666666666,r
37.0,46.5,44.451249999999995,0.0,1.73,0.4104583333333333,1.5,19.25,14.461875000000001,0.0,3.11,0.562125,21.33,0.0,16.403916666666664,0.0,4.12,0.7747499999999999,r
40.5,44.0,42.68754166666667,0.0,1.12,0.36795833333333333,7.33,22.5,17.48983333333333,0.0,4.32,0.61175,17.5,0.0,9.968041666666666,0.0,6.02,1.1341250000000003,r
37.25,45.0,40.30598326359832,0.0,1.3,0.33828451882845184,8.0,29.5,20.402635983263597,0.0,5.5,1.077531380753138,38.25,0.0,34.10769874476988,0.0,1.92,0.5505439330543932,g
25.0,33.0,27.997531380753138,0.0,2.18,0.2835983263598326,2.0,19.0,13.630334728033471,0.0,5.15,0.7654811715481171,18.25,0.0,10.915648535564854,0.0,4.92,1.1978661087866107,g
39.5,45.0,42.182384937238496,0.0,1.09,0.5105020920502091,0.0,21.0,9.789665271966527,0.0,4.78,0.784644351464435,23.0,0.0,11.4563179916318,0.0,4.5,0.8631380753138076,r
41.0,44.75,43.078033472803355,0.0,0.94,0.5248117154811714,0.0,22.75,10.249121338912135,0.0,4.5,0.8103347280334727,23.25,0.0,12.884351464435145,0.0,4.32,0.740836820083682,r
41.25,48.0,47.50716666666667,0.0,2.59,0.4288333333333333,6.5,21.0,16.66658333333333,0.0,5.36,0.5162916666666667,18.25,0.0,11.725166666666667,0.0,6.58,1.0765,r
45.0,47.67,46.014833333333335,0.0,1.0,0.4636666666666666,15.0,19.75,17.69316666666667,0.0,1.3,0.37554166666666666,18.0,0.0,13.196541666666667,0.0,4.06,0.7634166666666667,r
32.75,47.0,41.0555230125523,0.0,3.34,0.5621338912133891,6.67,21.0,15.654811715481172,0.0,5.85,0.6006694560669459,21.25,0.0,14.69644351464435,0.0,5.73,0.9084937238493722,r
36.25,46.25,43.30054393305439,0.0,1.79,0.5128451882845187,1.0,20.67,12.139330543933053,0.0,6.56,0.7305857740585775,21.25,0.0,14.684895397489537,0.0,4.64,0.8744769874476988,r
27.0,38.67,35.33665271966527,0.0,2.49,0.7954393305439331,2.5,22.5,12.589665271966528,0.0,4.56,0.8650209205020921,23.5,0.0,17.874979079497905,0.0,4.92,0.7548117154811714,r
27.5,50.75,41.61046025104602,0.0,6.06,0.26456066945606693,4.2,23.25,17.530794979079495,0.0,6.02,0.5149790794979079,23.75,0.0,14.822552301255229,0.0,5.17,0.997531380753138,r
12.75,51.0,24.67745833333333,0.0,6.87,0.7745,2.75,25.33,18.628750000000004,0.0,6.0,0.61725,30.0,0.0,26.465500000000002,0.0,2.64,0.4635833333333333,g
39.0,48.0,44.12954166666667,0.0,1.09,0.2480833333333333,6.25,27.0,17.72125,0.0,10.03,1.1250833333333332,33.5,0.0,23.175666666666665,0.0,5.26,0.8144583333333334,g
36.67,46.25,43.50391666666667,0.0,1.3,0.382125,4.0,26.33,16.41391666666667,0.0,5.17,0.6645,30.75,0.0,22.355666666666664,0.0,2.28,0.532875,g
40.0,42.0,41.58658333333334,0.0,1.0,0.41787499999999994,2.25,21.5,11.462375000000002,0.0,5.44,0.5220416666666666,18.25,0.0,10.261916666666668,0.0,3.34,0.7962083333333333,r
29.25,46.0,42.718875,0.0,4.72,0.6097083333333333,0.0,24.0,17.335083333333333,0.0,6.12,0.7127083333333333,24.0,0.0,16.981083333333334,0.0,5.1,0.8914166666666666,r
36.0,46.75,44.115249999999996,0.0,1.79,0.31512500000000004,9.0,21.0,17.60020833333333,0.0,6.02,0.41974999999999996,19.5,0.0,12.323333333333334,0.0,6.18,0.925625,r
30.0,44.5,41.34945833333334,0.0,2.55,0.5125,4.5,21.25,18.37029166666667,0.0,4.0,0.47262499999999996,18.67,0.0,12.612708333333334,0.0,4.44,0.8811666666666668,r
29.0,37.33,36.20216666666667,0.0,1.5,0.5034166666666667,1.5,21.0,12.201625000000002,0.0,4.55,0.7939166666666667,22.67,0.0,18.222125,0.0,4.52,0.6850833333333333,r
27.0,37.5,30.4965,0.0,1.79,0.11958333333333335,4.0,23.75,19.988166666666665,0.0,5.12,0.46637499999999993,22.0,0.0,18.288541666666667,0.0,5.12,0.8289583333333332,r
17.5,27.5,24.451380753138075,0.0,2.77,0.40707112970711296,0.0,24.0,19.595564853556485,0.0,6.76,0.8598744769874477,26.75,0.0,20.503221757322176,0.0,4.97,0.9387447698744771,g
36.25,48.0,44.444518828451876,0.0,1.5,0.4459832635983263,1.5,24.0,15.308828451882842,0.0,3.56,0.6689121338912134,26.0,0.0,21.89305439330544,0.0,2.96,0.5801673640167365,g
37.0,46.5,42.786778242677826,0.0,1.58,0.5047698744769874,5.75,23.25,13.823012552301254,0.0,5.21,0.5760251046025106,26.0,0.0,22.854435146443517,0.0,4.06,0.5431799163179916,g
37.75,45.0,42.744016736401676,0.0,1.48,0.5009623430962342,1.0,21.33,14.360920502092052,0.0,4.99,0.7973221757322178,24.0,0.0,15.86644351464435,0.0,4.03,0.8930125523012551,r
40.75,44.67,43.13853556485356,0.0,1.0,0.5494142259414226,2.0,23.5,14.318451882845189,0.0,5.93,0.7020083682008368,26.67,0.0,20.266317991631798,0.0,4.64,0.6424686192468617,r
33.75,46.67,43.95782426778243,0.0,2.95,0.29230125523012557,3.0,21.0,17.87665271966527,0.0,7.5,0.4633054393305439,20.75,0.0,11.496317991631798,0.0,4.64,0.9555648535564853,r
36.0,47.5,43.317782426778244,0.0,1.92,0.42004184100418407,6.67,20.25,16.41267782426778,0.0,5.31,0.6699163179916318,20.25,0.0,14.092343096234309,0.0,5.72,1.1564853556485355,r
18.0,45.67,35.248583333333336,0.0,15.08,4.293374999999999,8.67,24.5,15.449083333333332,0.0,7.68,2.9082500000000002,23.5,0.0,16.185791666666667,0.0,7.89,3.103125,r
22.33,46.0,34.990916666666664,0.0,12.68,4.21175,5.0,22.0,15.135458333333334,0.0,8.04,3.2779999999999996,25.5,0.0,16.432000000000002,0.0,8.83,3.170166666666667,r
21.5,51.25,34.58866108786611,0.0,13.55,4.28397489539749,6.5,23.75,15.308619246861925,0.0,9.5,3.272970711297071,23.25,0.0,15.798744769874478,0.0,8.08,3.5515899581589965,r
22.25,45.33,33.83962343096234,0.0,14.67,4.7512133891213395,7.5,23.25,15.199539748953976,0.0,9.0,3.1748117154811712,23.33,0.0,15.730878661087868,0.43,8.32,3.2978661087866112,r
37.75,47.33,45.471297071129705,0.0,4.5,0.4499163179916318,5.0,18.5,14.8281589958159,0.0,4.19,0.547112970711297,21.0,0.0,13.57255230125523,0.0,5.91,1.132050209205021,r
36.25,45.75,44.28732217573221,0.0,1.5,0.23041841004184094,3.0,22.75,13.254393305439331,0.0,3.74,0.7290794979079499,24.0,0.0,18.553221757322174,0.0,3.83,0.7174476987447699,r
39.33,41.0,40.23414225941422,0.0,1.0,0.7291631799163182,8.5,14.5,12.188619246861924,0.0,1.5,0.11535564853556486,8.25,0.0,1.5972384937238495,0.0,2.83,0.37364016736401673,r
39.0,40.0,39.525397489539756,0.0,0.83,0.4833054393305439,0.0,15.0,9.650669456066945,0.0,2.49,0.44690376569037654,14.5,0.0,7.874853556485356,0.0,3.49,0.7698326359832637,r
39.0,40.0,39.525397489539756,0.0,0.83,0.4833054393305439,0.0,15.0,9.650669456066945,0.0,2.49,0.44690376569037654,14.5,0.0,7.874853556485356,0.0,3.49,0.7698326359832637,r
39.0,40.0,39.33895397489539,0.0,0.5,0.36953974895397484,0.0,12.2,5.059414225941423,0.0,1.63,0.3679079497907949,18.0,0.0,10.489916317991632,0.0,4.06,0.6436401673640166,r
26.0,44.0,36.18391666666666,0.0,9.65,2.7479583333333335,5.5,23.0,15.40175,0.0,8.23,3.1559583333333334,21.75,0.0,15.466208333333334,0.0,9.98,3.499458333333334,r
28.0,43.33,36.506791666666665,0.0,10.85,2.884875,8.33,27.67,17.930041666666668,0.0,7.46,2.6709166666666673,22.75,0.0,15.605583333333332,0.0,7.89,3.132708333333333,r
20.75,46.25,34.530669456066946,0.43,12.09,4.241966527196653,8.0,23.75,15.34539748953975,0.0,9.2,3.140669456066945,25.25,0.0,16.17619246861925,0.0,9.39,3.4206276150627613,r
23.0,46.0,35.12401673640167,0.0,16.2,4.351087866108786,5.67,23.67,15.475271966527197,0.0,8.76,3.2434728033472804,23.33,0.0,15.997866108786614,0.0,8.5,3.3879916317991627,r
19.5,45.0,33.29875,0.0,11.78,4.407541666666666,7.33,22.75,15.431791666666667,0.0,8.79,3.279916666666667,25.0,0.0,16.043958333333332,0.0,8.29,3.225125,r
22.5,43.75,33.91354166666667,0.0,13.5,4.620291666666666,8.0,24.0,15.181083333333333,0.0,8.58,3.285791666666667,24.25,0.0,15.637791666666667,0.0,8.32,3.448458333333333,r
37.0,45.33,42.10766666666667,0.0,2.83,0.311,0.0,18.75,12.219541666666665,0.0,3.34,0.559375,23.25,0.0,17.851958333333332,0.0,3.67,0.5764583333333334,r
36.0,46.25,43.427625,0.0,1.3,0.24154166666666665,3.0,21.0,11.863875,0.0,5.54,0.7409166666666667,21.0,0.0,11.664375,0.0,4.72,1.1709166666666666,r
39.33,41.0,39.810375,0.0,1.0,0.6838333333333334,9.0,14.5,12.007958333333335,0.0,1.63,0.2498333333333333,12.75,0.0,3.716916666666667,0.0,3.11,0.50525,r
34.0,51.0,45.145625,0.0,4.85,0.3135,0.0,23.0,9.644583333333333,0.0,5.72,0.54925,22.25,0.0,6.978833333333332,0.0,4.97,0.72475,r
39.0,40.0,39.52795833333333,0.0,1.0,0.47412499999999996,0.0,12.0,6.625916666666667,0.0,3.27,0.42645833333333333,14.0,0.0,11.298708333333336,0.0,1.87,0.5244583333333334,r
39.33,41.0,39.810375,0.0,1.0,0.6838333333333334,9.0,14.5,12.007958333333335,0.0,1.63,0.2498333333333333,12.75,0.0,3.716916666666667,0.0,3.11,0.50525,r
26.5,44.33,36.85748953974895,0.0,12.89,3.0641422594142256,10.0,28.25,18.87970711297071,0.0,9.63,3.278284518828452,24.67,0.0,17.370543933054392,0.0,8.19,3.0131380753138073,r
19.0,44.0,36.25518828451883,0.0,12.28,2.91673640167364,8.0,25.25,15.439707112970712,0.0,9.5,3.0788702928870295,24.5,0.0,16.281799163179915,0.0,8.61,3.4626778242677827,r
45.0,46.75,45.410916666666665,0.0,1.0,0.2625416666666666,3.5,23.75,14.054958333333333,0.0,5.8,1.1349583333333333,26.75,0.0,19.59554166666667,0.0,8.2,0.9578333333333333,r
37.0,50.75,45.797916666666666,0.0,4.87,0.20237499999999997,1.0,24.0,14.34775,0.0,8.5,0.7785416666666667,24.0,0.0,18.585083333333333,0.0,4.95,0.8196249999999999,r
35.0,47.4,43.854016736401675,0.0,1.7,0.4694979079497908,6.5,29.75,21.161087866108787,0.0,4.44,0.5032635983263598,38.25,0.0,34.88008368200837,0.0,1.5,0.38799163179916313,g
38.0,45.67,42.98644351464435,0.0,1.22,0.3915062761506276,2.0,29.5,19.819372384937243,0.0,5.76,1.1138912133891212,38.5,0.0,32.29878661087866,0.0,3.11,0.5358158995815899,g
42.0,45.0,42.371596638655454,0.0,1.12,0.227563025210084,0.0,23.0,17.79331932773109,0.0,4.24,0.4197478991596638,21.5,0.0,16.25659663865546,0.0,3.19,0.797563025210084,r
41.75,44.67,42.24196652719665,0.0,1.09,0.08083682008368201,0.0,21.67,15.791673640167364,0.0,2.59,0.4696652719665272,21.0,0.0,16.115774058577408,0.0,3.0,0.7896652719665272,r
27.5,30.0,29.050627615062762,0.0,0.87,0.2130125523012552,0.0,13.67,9.29317991631799,0.0,2.5,0.35933054393305436,21.33,0.0,18.37171548117155,0.0,1.5,0.6765690376569037,g
20.0,45.5,32.73523012552302,0.0,6.4,0.43912133891213384,5.75,32.75,18.358702928870294,0.0,11.42,0.8785774058577406,36.0,0.0,18.67041841004184,0.0,5.61,1.1161506276150628,g
28.5,48.25,42.43669456066945,0.0,3.28,0.552928870292887,3.33,24.25,15.870000000000001,0.0,6.98,0.905439330543933,24.5,0.0,12.588284518828452,0.0,6.55,1.3619665271966528,r
35.25,46.25,37.907740585774064,0.0,3.28,0.8090376569037657,0.0,21.0,12.848493723849373,0.0,5.12,1.124979079497908,24.75,0.0,17.142301255230127,0.0,6.36,1.0383682008368202,r
33.33,47.5,42.53443514644351,0.0,3.9,0.4397489539748954,0.0,18.25,12.106694560669457,0.0,4.76,0.6526778242677824,18.25,0.0,9.395606694560668,0.0,3.77,0.8656485355648535,r
45.0,46.75,46.01979079497908,0.0,1.0,0.44677824267782423,0.0,22.25,19.376066945606695,0.0,4.58,0.6167782426778243,22.0,0.0,18.348828451882845,0.0,7.22,0.9856903765690377,r
44.5,46.0,45.068702928870294,0.0,1.0,0.08372384937238493,2.0,20.75,11.564644351464434,0.0,6.36,1.0834728033472802,22.0,0.0,19.07025104602511,0.0,3.49,0.7196652719665272,r
41.75,44.25,42.63633333333333,0.0,0.94,0.35304166666666664,7.0,25.33,20.354041666666664,0.0,5.5,0.6418333333333334,36.0,0.0,33.75995833333334,0.0,1.5,0.6085833333333334,g
36.5,46.5,44.06270833333333,0.0,1.5,0.38199999999999995,14.25,29.25,23.08325,0.0,2.74,0.49166666666666664,38.5,0.0,36.317166666666665,0.0,1.79,0.6002083333333333,g
42.0,46.5,44.14075,0.0,1.5,0.4520416666666666,3.33,21.33,13.912624999999998,0.0,4.64,0.54925,22.0,0.0,15.953333333333335,0.0,5.45,0.822625,r
42.0,45.0,43.263708333333334,0.0,1.0,0.4413333333333333,5.67,22.0,16.604583333333334,0.0,5.45,0.6421250000000001,23.0,0.0,15.831125000000002,0.0,6.36,0.912125,r
19.0,39.25,29.160708333333332,0.0,4.33,0.4970416666666667,0.0,25.33,10.897458333333335,0.0,4.02,0.6801666666666667,30.0,0.0,18.113666666666667,0.0,6.73,1.0997500000000002,g
29.0,33.0,30.698875,0.0,1.0,0.2986666666666667,0.0,14.5,7.078041666666667,0.0,4.44,0.7314583333333334,23.25,0.0,17.861458333333335,0.0,6.4,0.7253333333333333,g
36.0,48.5,42.513749999999995,0.0,2.95,0.4292916666666666,4.0,23.5,16.82,0.0,4.27,0.6241666666666668,27.33,0.0,13.201166666666666,0.0,5.89,1.07725,r
36.25,47.33,45.35458333333333,0.0,2.95,0.48062499999999997,0.0,24.0,14.147833333333333,0.0,5.85,1.18175,25.0,0.0,17.234416666666668,0.0,7.0,1.3484583333333333,r
38.5,48.0,46.1185,0.0,1.79,0.42591666666666667,2.0,18.75,11.188125000000001,0.0,5.79,1.0340833333333335,23.0,0.0,17.446250000000003,0.0,5.02,1.0000416666666667,r
19.0,43.75,35.65979166666666,0.0,11.2,3.6806249999999996,7.67,22.75,16.427125,0.0,8.73,3.0157916666666664,24.75,0.0,16.03475,0.0,8.5,3.2499166666666666,r
20.0,44.25,35.670624999999994,0.0,11.39,3.3174583333333336,5.0,23.0,15.926,0.0,9.46,2.8470416666666667,22.33,0.0,15.884291666666664,0.0,8.6,3.1474583333333332,r
19.33,43.5,34.09610878661088,0.47,14.5,4.033305439330544,7.33,23.5,15.506652719665272,0.0,8.86,3.36979079497908,26.0,0.0,16.681255230125522,0.0,8.86,3.396150627615063,r
19.25,44.0,34.91645833333334,0.0,13.86,4.230333333333333,6.0,21.0,15.339416666666667,0.0,9.1,3.230125,23.0,0.0,15.753541666666667,0.43,9.0,3.4472916666666666,r
24.33,44.0,34.92495833333334,0.0,14.82,4.191791666666666,6.67,24.25,15.519,0.0,8.34,3.227375,23.5,0.0,15.780249999999999,0.0,9.18,3.440916666666667,r
36.67,45.0,42.22633333333333,0.0,2.12,0.5154583333333334,8.25,24.0,16.23870833333333,0.0,2.87,0.6545833333333333,22.0,0.0,9.273208333333335,0.0,4.11,1.1621666666666666,r
38.25,45.67,43.458333333333336,0.0,1.3,0.34199999999999997,1.0,21.0,15.356125,0.0,3.3,0.5544999999999999,21.0,0.0,15.062375000000001,0.0,5.7,0.8346250000000001,r
23.5,29.75,27.356958333333335,0.0,1.79,0.3115,0.0,13.25,7.182583333333333,0.0,3.57,0.8902500000000001,21.0,0.0,10.192458333333331,0.0,4.5,0.6653749999999999,r
29.0,44.67,37.4275641025641,0.0,8.58,2.324957264957266,6.75,23.0,16.00068376068376,0.0,7.83,2.7938888888888886,24.5,0.0,19.6265811965812,0.0,9.34,2.839444444444444,r
18.5,44.0,35.84384937238494,0.0,12.6,3.3407112970711297,7.5,24.5,16.13878661087866,0.0,8.96,2.8994979079497907,24.33,0.0,16.12397489539749,0.0,8.81,2.9651046025104604,r
19.25,43.33,36.10665271966527,0.0,10.54,3.1428033472803345,8.5,26.5,16.94297071129707,0.0,8.87,3.2410878661087867,26.5,0.0,18.122384937238493,0.0,7.89,2.9335983263598324,r
22.33,42.5,34.35566666666667,0.0,12.19,3.9596666666666662,5.5,23.0,15.915375,0.0,8.73,3.236166666666667,25.0,0.0,16.57225,0.0,9.74,3.3994583333333335,r
23.5,46.25,34.83539748953975,0.43,12.26,4.572719665271967,8.75,23.25,15.427238493723848,0.47,9.9,3.1877405857740593,23.5,0.0,15.963221757322176,0.0,9.51,3.4034728033472805,r
20.75,43.33,34.014351464435144,0.0,12.97,4.469707112970711,8.67,22.75,15.506903765690378,0.0,8.38,3.1383682008368203,23.25,0.0,15.649163179916316,0.43,8.26,3.2289121338912135,r
37.0,48.25,41.56125523012552,0.0,2.12,0.5416317991631799,2.0,21.75,11.055523012552301,0.0,5.61,1.047949790794979,21.0,0.0,14.22012552301255,0.0,6.85,1.1212552301255232,r
36.0,45.8,42.60560669456067,0.0,2.12,0.4052719665271966,6.33,21.0,16.40824267782427,0.0,5.59,0.8457740585774058,21.33,0.0,10.869037656903766,0.0,6.65,1.2939748953974894,r
24.0,30.0,28.07192468619247,0.0,1.48,0.4176150627615063,0.0,13.0,4.957698744769874,0.0,5.02,0.8523849372384937,17.0,0.0,6.47397489539749,0.0,3.3,0.8044351464435147,r
24.25,45.0,36.969500000000004,0.0,8.18,2.4214583333333333,5.5,26.75,17.01879166666667,0.0,8.05,3.0200000000000005,25.5,0.0,19.56504166666667,0.0,9.07,2.99325,r
27.0,42.67,36.36183333333334,0.0,9.71,2.6896666666666667,9.5,28.0,18.547625,0.0,9.78,3.0435833333333333,27.0,0.0,18.304,0.0,9.57,3.561375,r
24.25,45.0,36.95283333333334,0.0,8.18,2.399958333333333,5.5,26.75,17.12225,0.0,8.05,2.9909583333333334,25.5,0.0,19.571625,0.0,9.07,2.9995000000000003,r
21.75,51.0,35.11108786610878,0.0,11.41,4.018284518828453,6.5,23.33,15.438284518828452,0.0,9.09,3.006610878661088,25.0,0.0,16.187405857740586,0.0,10.21,3.2217991631799165,r
20.33,47.67,34.770334728033475,0.0,12.48,4.45326359832636,7.67,23.33,15.966485355648535,0.0,9.01,3.146820083682008,24.0,0.0,15.849832635983262,0.0,8.01,3.2794142259414225,r
20.33,44.5,34.04091666666667,0.0,13.47,4.781916666666667,6.25,22.0,15.160416666666666,0.43,9.0,3.3878749999999997,22.75,0.0,15.572208333333334,0.47,8.41,3.549,r
